0.846846753,1,0.659143139,0.426301833,0.865298334,0.342331361,0.160661478,0.557237176,0.259188007,0.079473468,0.260592709,0.099656113,0,0,0.111141395,0.25469031,0.308444848,1,0.258376251,0.013964135,0.402662766,0.312881218,0.27416026,0.247366422,0.321870048,0.403504917,0.423027592,0.498517986,0.284630658,0.971515998,0.512042532,0.012770538,0.173922019,0.531736432,0.330538157,0,0.52805134,0.413488394,0.283711409,0.742248916,0.289439161,0.808467861,0.751483287,0.022710289,0.089834227,0.731229565,0.322189388,0.134361524,0.722453179,0.436796042,0.489644759,1,0.309341647,0.600124747,0.986925801,0.068865093,0.24746758,0.933448258,0.258997243,0.289984618,0.918710718,0.381249434,0.61442513,0
0.832889884,1,0.64398008,0.412145137,0.877926713,0.413079133,0.152472675,0.564735623,0.332179484,0.075981167,0.262475348,0.150955194,0,0.006638893,0.055224144,0.251635881,0.318576135,1,0.183750181,0.026084728,0.389254697,0.230180892,0.269835429,0.127209957,0.270007128,0.417807044,0.204281713,0.488784117,0.284549998,0.923654916,0.441757319,0.008334919,0.207628677,0.468774148,0.31945049,0,0.507465547,0.438926384,0.176582912,0.732782702,0.278642294,0.719564383,0.687434399,0,0.067242533,0.673455805,0.301965358,0.079467695,0.703773838,0.460086752,0.371007379,1,0.29173423,0.487295995,0.935276555,0.031348971,0.162499905,0.876687277,0.217715663,0.177703391,0.887450412,0.374777877,0.429065896,0
0.814837075,1,0.621827138,0.404968742,0.867564542,0.413114069,0.150494676,0.558145659,0.328901463,0.067559292,0.272275172,0.134635655,0,0.026461926,0.002584389,0.262938814,0.29811778,1,0.196153968,0.01400845,0.405425054,0.214035619,0.24535804,0.085763521,0.252184037,0.402389248,0.103878505,0.49073126,0.271466501,0.911242349,0.440948219,0.002163501,0.24915637,0.444023652,0.298454866,0,0.48452044,0.4332681,0.126296124,0.731788769,0.271996858,0.69786853,0.676293871,0,0.083113163,0.644634011,0.28623866,0.068951977,0.676375097,0.455794192,0.326109489,1,0.296175363,0.46560243,0.927263808,0.039171941,0.134640789,0.855509639,0.20922353,0.125254382,0.861904401,0.370230974,0.335681241,0
0.751205891,1,0.785117471,0.355412189,0.817097612,0.623628642,0.138765353,0.516189024,0.463396135,0.065874321,0.239891941,0.184702711,0,0,0,0.279889273,0.263978217,1,0.189601013,0.045713591,0.504947829,0.187842195,0.267681628,0.310368489,0.230820672,0.379269511,0.369645236,0.504092399,0.266616295,0.895108872,0.416099761,0.054840528,0.314683927,0.400915956,0.326159681,0.165035999,0.457877354,0.392333871,0.34166864,0.737957827,0.301955155,0.678784083,0.657636108,0.103687127,0.181127464,0.606832349,0.366169564,0.204442036,0.660195339,0.445946772,0.436233755,1,0.369521933,0.451716844,0.896374991,0.192961576,0.161560619,0.806408837,0.362284325,0.140079859,0.829433182,0.442896516,0.317237306,0
0.744650293,1,0.830939823,0.331371619,0.833343849,0.544700901,0.097042227,0.53416762,0.378723975,0.038929543,0.245642361,0.120598401,0,0,0,0.232211875,0.305842813,1,0.229765573,0.035063719,0.413979433,0.233696044,0.267953156,0.243592178,0.237322982,0.398694923,0.384347549,0.486423205,0.307394482,0.941363482,0.490701012,0.057777041,0.176519227,0.466143428,0.341646802,0.02571781,0.472840483,0.423514711,0.284958252,0.737438675,0.33379456,0.752826591,0.745944818,0.088900364,0.090867416,0.687950146,0.360632623,0.168569354,0.685303636,0.462927205,0.511303123,1,0.379146833,0.527018411,0.996822693,0.16772944,0.228750486,0.914401076,0.339560639,0.281815986,0.890240559,0.435783686,0.56999419,0
0.686357221,1,0.980231126,0.309635121,0.83880671,0.578461771,0.095510377,0.538072229,0.367540317,0.044069269,0.249912582,0.097360887,0,0,0.004257023,0.299223358,0.318340138,1,0.303120313,0.073293107,0.36175589,0.323595282,0.329988604,0.231734916,0.323328465,0.44815684,0.407503511,0.529425251,0.332740317,0.97824793,0.541683869,0.09731835,0.094727363,0.519965881,0.403899385,0,0.526050148,0.47220667,0.355924451,0.759234895,0.369161174,0.803137002,0.778950159,0.129877952,0.031140779,0.721103843,0.41323833,0.10863355,0.713120927,0.504502006,0.51795868,1,0.426003239,0.589877634,0.99744474,0.226595522,0.190892751,0.91460769,0.410998614,0.208575553,0.896889751,0.504517031,0.528024107,0
0.681930196,1,0.947309439,0.304282262,0.84736765,0.542589872,0.087042735,0.543413621,0.350780693,0.034701814,0.251388465,0.106948799,0,0,0.059688738,0.297290258,0.321375643,1,0.301613487,0.084138053,0.339340353,0.319261842,0.343712454,0.203288347,0.317258699,0.451301611,0.388495202,0.526575138,0.332346668,0.979939414,0.53946834,0.101988208,0.072976968,0.516487186,0.414287338,0,0.523518433,0.469910015,0.385729923,0.757546717,0.366653575,0.801029919,0.776456847,0.133628326,0.006945076,0.715927636,0.422005229,0.107421816,0.710581089,0.500705289,0.537536682,1,0.421742794,0.583824722,0.992437598,0.226508818,0.192001752,0.905846283,0.418156947,0.232302595,0.891302625,0.504494243,0.57257194,0
0.692268538,1,0.984342383,0.311154393,0.841900455,0.592024825,0.094513163,0.542596514,0.390418723,0.041225346,0.252485892,0.125175971,0,0,0.054097277,0.305527281,0.317281844,1,0.301106031,0.075226083,0.351970412,0.323986202,0.336659036,0.216589448,0.32467686,0.449978699,0.392331955,0.532547457,0.3308313,0.979110196,0.541696502,0.096264941,0.088352198,0.523485643,0.406960453,0,0.530640776,0.463259463,0.364328306,0.760717491,0.366731058,0.80715061,0.778996995,0.129600617,0.032816543,0.722050824,0.414780619,0.112588224,0.717742578,0.492700012,0.512036199,1,0.423446646,0.597463373,0.994985731,0.228293805,0.203958797,0.909797686,0.415651309,0.216164528,0.892078737,0.499510314,0.523728474,0
0.698316809,1,0.960076001,0.317186747,0.846660336,0.554170781,0.096341592,0.54935859,0.340133497,0.041241229,0.25727747,0.071160928,0,0,0.00066276,0.289940326,0.321950019,1,0.294212811,0.0799249,0.346415426,0.317834718,0.338473612,0.205540672,0.316438277,0.449429339,0.382307851,0.52337405,0.331018796,0.985458532,0.537178411,0.096840338,0.090233182,0.522379356,0.406378668,0,0.527507092,0.460911851,0.369998539,0.75652336,0.363306235,0.812903263,0.779074445,0.128841972,0.033540211,0.722284434,0.415893001,0.118416214,0.71411307,0.492965232,0.531130535,1,0.415721314,0.604347852,0.994284091,0.223930724,0.21323099,0.910713222,0.416394671,0.240493963,0.893354696,0.499137234,0.572838606,0
0.694893042,1,0.938170215,0.316287921,0.847220554,0.538019977,0.100929984,0.546102113,0.339602683,0.045787238,0.256063021,0.082891581,0,0,0.001070879,0.29903818,0.313730134,1,0.289202104,0.064989237,0.356684804,0.311920512,0.323360828,0.169152611,0.317534094,0.447559502,0.298680105,0.527559318,0.321955359,0.987262664,0.529727748,0.078456602,0.125816686,0.517319043,0.38604023,0,0.529630296,0.459533388,0.311380153,0.75756546,0.35268201,0.821885198,0.770937828,0.107940028,0.077972831,0.718349407,0.394193826,0.133332834,0.714676279,0.490333306,0.505533866,1,0.405037738,0.617926092,0.987438805,0.205746846,0.239988479,0.904826873,0.394547129,0.255536528,0.889552173,0.490072331,0.557398098,0
